_key_in,_key_out,_score,BUKRS,LIFNR,GJAHR,BELNR,BUZEI,XBLNR,BLART,DMBTR,BLDAT,BLDAT_clean,DMBTR_clean,XBLNR_clean,LIFNR_clean,_Similarity_XBLNR
49,67,0.89999998,C04  ,300533,2018,5100481537,1,9130076233      ,RE   ,4704.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,4704.3999,9130076230      ,300533,0.89999998
68,68,1,C04  ,300533,2018,5100481556,1,9130076258      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,1
70,68,0.90000004,C04  ,300533,2018,5100481558,1,9130076256      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
69,68,0.90000004,C04  ,300533,2018,5100481557,1,9130076257      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
72,68,0.90000004,C04  ,300533,2018,5100481560,1,9130076252      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
71,68,0.90000004,C04  ,300533,2018,5100481559,1,9130076255      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
64,68,0.90000004,C04  ,300533,2018,5100481552,1,9130076259      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
73,68,0.90000004,C04  ,300533,2018,5100481561,1,9130076251      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
91,68,0.90000004,C04  ,300533,2018,5100481589,1,9130076254      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
90,68,0.90000004,C04  ,300533,2018,5100481586,1,9130076253      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076258      ,300533,0.90000004
76,76,1,C04  ,300533,2018,5100481564,1,9130076232      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076232      ,300533,1
77,77,1,C04  ,300533,2018,5100481565,1,9130076249      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,1
82,77,0.90000004,C04  ,300533,2018,5100481570,1,9130076242      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,0.90000004
79,77,0.90000004,C04  ,300533,2018,5100481567,1,9130076247      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,0.90000004
81,77,0.90000004,C04  ,300533,2018,5100481569,1,9130076244      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,0.90000004
88,77,0.90000004,C04  ,300533,2018,5100481582,1,9130076241      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,0.90000004
87,77,0.90000004,C04  ,300533,2018,5100481575,1,9130076240      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076249      ,300533,0.90000004
78,78,1,C04  ,300533,2018,5100481566,1,9130076233      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076233      ,300533,1
80,80,1,C04  ,300533,2018,5100481568,1,9130076234      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076234      ,300533,1
83,83,1,C04  ,300533,2018,5100481571,1,9130076235      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076235      ,300533,1
84,84,1,C04  ,300533,2018,5100481572,1,9130076236      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076236      ,300533,1
85,85,1,C04  ,300533,2018,5100481573,1,9130076237      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076237      ,300533,1
86,86,1,C04  ,300533,2018,5100481574,1,9130076239      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076239      ,300533,1
89,89,1,C04  ,300533,2018,5100481584,1,9130076238      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076238      ,300533,1
92,92,1,C04  ,300533,2018,5100481591,1,9130076260      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076260      ,300533,1
94,92,0.90000004,C04  ,300533,2018,5100481594,1,9130076262      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076260      ,300533,0.90000004
93,92,0.90000004,C04  ,300533,2018,5100481592,1,9130076261      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076260      ,300533,0.90000004
95,92,0.90000004,C04  ,300533,2018,5100481595,1,9130076263      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076260      ,300533,0.90000004
97,97,1,C04  ,300533,2018,5100481605,1,9130076387      ,RE   ,5004.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,5004.3999,9130076387      ,300533,1
98,98,1,C04  ,300533,2018,5100481610,1,9130076274      ,RE   ,4704.3999,2018-08-21 00:00:00,2018-08-21 00:00:00,4704.3999,9130076274      ,300533,1
99,99,1,C04  ,300533,2018,5100483488,1,9130076265      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076265      ,300533,1
96,99,0.90000004,C04  ,300533,2018,5100481597,1,9130076264      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076265      ,300533,0.90000004
101,99,0.90000004,C04  ,300533,2018,5100484020,1,9130076267      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076265      ,300533,0.90000004
102,99,0.90000004,C04  ,300533,2018,5100484025,1,9130076268      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076265      ,300533,0.90000004
100,99,0.90000004,C04  ,300533,2018,5100484019,1,9130076266      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076265      ,300533,0.90000004
103,103,1,C04  ,300533,2018,5100484028,1,9130076269      ,RE   ,3371.7,2018-08-21 00:00:00,2018-08-21 00:00:00,3371.7,9130076269      ,300533,1
105,105,1,C04  ,300533,2018,5100484030,1,9130076271      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076271      ,300533,1
108,105,0.90000004,C04  ,300533,2018,5100484039,1,9130076275      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076271      ,300533,0.90000004
106,105,0.90000004,C04  ,300533,2018,5100484031,1,9130076272      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076271      ,300533,0.90000004
107,105,0.90000004,C04  ,300533,2018,5100484035,1,9130076273      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076271      ,300533,0.90000004
109,109,1,C04  ,300533,2018,5100484040,1,9130076276      ,RE   ,2247.8,2018-08-21 00:00:00,2018-08-21 00:00:00,2247.8,9130076276      ,300533,1
110,109,0.90000004,C04  ,300533,2018,5100484041,1,9130076277      ,RE   ,2247.8,2018-08-21 00:00:00,2018-08-21 00:00:00,2247.8,9130076276      ,300533,0.90000004
104,109,0.90000004,C04  ,300533,2018,5100484029,1,9130076270      ,RE   ,2247.8,2018-08-21 00:00:00,2018-08-21 00:00:00,2247.8,9130076276      ,300533,0.90000004
111,111,1,C04  ,300533,2018,5100484042,1,9130076278      ,RE   ,4495.6001,2018-08-21 00:00:00,2018-08-21 00:00:00,4495.6001,9130076278      ,300533,1
112,112,1,C04  ,300533,2018,5100484043,1,9130076279      ,RE   ,3371.7,2018-08-21 00:00:00,2018-08-21 00:00:00,3371.7,9130076279      ,300533,1
113,113,1,C04  ,300533,2018,5100484044,1,9130076280      ,RE   ,2247.8,2018-08-21 00:00:00,2018-08-21 00:00:00,2247.8,9130076280      ,300533,1
114,114,1,C04  ,300533,2018,5100484045,1,9130076281      ,RE   ,3371.7,2018-08-21 00:00:00,2018-08-21 00:00:00,3371.7,9130076281      ,300533,1
118,114,0.90000004,C04  ,300533,2018,5100484051,1,9130076285      ,RE   ,3371.7,2018-08-21 00:00:00,2018-08-21 00:00:00,3371.7,9130076281      ,300533,0.90000004
115,115,1,C04  ,300533,2018,5100484046,1,9130076282      ,RE   ,4495.6001,2018-08-21 00:00:00,2018-08-21 00:00:00,4495.6001,9130076282      ,300533,1
116,115,0.90000004,C04  ,300533,2018,5100484049,1,9130076283      ,RE   ,4495.6001,2018-08-21 00:00:00,2018-08-21 00:00:00,4495.6001,9130076282      ,300533,0.90000004
117,117,1,C04  ,300533,2018,5100484050,1,9130076284      ,RE   ,1123.9,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.9,9130076284      ,300533,1
119,119,1,C04  ,300533,2018,5100481603,1,9130076388      ,RE   ,21461.1,2018-08-27 00:00:00,2018-08-27 00:00:00,21461.1,9130076388      ,300533,1
120,119,0.90000004,C04  ,300533,2018,5100481604,1,9130076389      ,RE   ,21461.1,2018-08-27 00:00:00,2018-08-27 00:00:00,21461.1,9130076388      ,300533,0.90000004
121,121,1,C04  ,300533,2018,5100481682,1,9130076390      ,RE   ,19089.9,2018-08-27 00:00:00,2018-08-27 00:00:00,19089.9,9130076390      ,300533,1
122,122,1,C04  ,300533,2018,5100481683,1,9130076391      ,RE   ,22991.1,2018-08-27 00:00:00,2018-08-27 00:00:00,22991.1,9130076391      ,300533,1
124,124,1,C04  ,300533,2018,5100481688,1,9130076393      ,RE   ,16747.801,2018-08-27 00:00:00,2018-08-27 00:00:00,16747.801,9130076393      ,300533,1
125,125,1,C04  ,300533,2018,5100481689,1,9130076394      ,RE   ,18617.5,2018-08-27 00:00:00,2018-08-27 00:00:00,18617.5,9130076394      ,300533,1
126,126,1,C04  ,300533,2018,5100481694,1,9130076395      ,RE   ,13868.1,2018-08-27 00:00:00,2018-08-27 00:00:00,13868.1,9130076395      ,300533,1
127,127,1,C04  ,300533,2018,5100481696,1,9130076396      ,RE   ,16307.7,2018-08-27 00:00:00,2018-08-27 00:00:00,16307.7,9130076396      ,300533,1
128,128,1,C04  ,300533,2018,5100481697,1,9130076398      ,RE   ,13464.1,2018-08-27 00:00:00,2018-08-27 00:00:00,13464.1,9130076398      ,300533,1
129,129,1,C04  ,300533,2018,5100481698,1,9130076399      ,RE   ,19324.5,2018-08-27 00:00:00,2018-08-27 00:00:00,19324.5,9130076399      ,300533,1
123,129,0.90000004,C04  ,300533,2018,5100481687,1,9130076392      ,RE   ,19324.5,2018-08-27 00:00:00,2018-08-27 00:00:00,19324.5,9130076399      ,300533,0.90000004
130,130,1,C04  ,300533,2018,5100481699,1,9130076400      ,RE   ,18617.5,2018-08-27 00:00:00,2018-08-27 00:00:00,18617.5,9130076400      ,300533,1
131,131,1,C04  ,300533,2018,5100481700,1,9130076401      ,RE   ,19324.5,2018-08-27 00:00:00,2018-08-27 00:00:00,19324.5,9130076401      ,300533,1
132,132,1,C04  ,300533,2018,5100481701,1,9130076402      ,RE   ,19021.5,2018-08-27 00:00:00,2018-08-27 00:00:00,19021.5,9130076402      ,300533,1
133,133,1,C04  ,300533,2018,5100481702,1,9130076403      ,RE   ,20154.301,2018-08-27 00:00:00,2018-08-27 00:00:00,20154.301,9130076403      ,300533,1
134,134,1,C04  ,300533,2018,5100481703,1,9130076404      ,RE   ,16747.801,2018-08-27 00:00:00,2018-08-27 00:00:00,16747.801,9130076404      ,300533,1
135,135,1,C04  ,300533,2018,5100484054,1,9130076405      ,RE   ,4495.6001,2018-08-27 00:00:00,2018-08-27 00:00:00,4495.6001,9130076405      ,300533,1
136,136,1,C04  ,300533,2018,5100484056,1,9130076408      ,RE   ,33239,2018-08-27 00:00:00,2018-08-27 00:00:00,33239,9130076408      ,300533,1
137,137,1,C04  ,300533,2018,5100484871,1,9130076406      ,RE   ,1792.8,2018-08-27 00:00:00,2018-08-27 00:00:00,1792.8,9130076406      ,300533,1
138,138,1,C04  ,300533,2018,5100481576,1,9130076601      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076601      ,300533,1
139,138,0.90000004,C04  ,300533,2018,5100481577,1,9130076600      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076601      ,300533,0.90000004
140,140,1,C04  ,300533,2018,5100481578,1,9130076599      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076599      ,300533,1
141,140,0.90000004,C04  ,300533,2018,5100481579,1,9130076597      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076599      ,300533,0.90000004
142,142,1,C04  ,300533,2018,5100481580,1,9130076596      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076596      ,300533,1
144,142,0.90000004,C04  ,300533,2018,5100481583,1,9130076593      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076596      ,300533,0.90000004
145,142,0.90000004,C04  ,300533,2018,5100481585,1,9130076595      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076596      ,300533,0.90000004
143,143,1,C04  ,300533,2018,5100481581,1,9130076594      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076594      ,300533,1
147,143,0.90000004,C04  ,300533,2018,5100481588,1,9130076590      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076594      ,300533,0.90000004
146,143,0.90000004,C04  ,300533,2018,5100481587,1,9130076591      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076594      ,300533,0.90000004
148,148,1,C04  ,300533,2018,5100481590,1,9130076589      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076589      ,300533,1
149,149,1,C04  ,300533,2018,5100481593,1,9130076588      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076588      ,300533,1
150,150,1,C04  ,300533,2018,5100481596,1,9130076587      ,RE   ,15236.56,2018-08-29 00:00:00,2018-08-29 00:00:00,15236.56,9130076587      ,300533,1
151,151,1,C04  ,300533,2018,5100481598,1,9130076586      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076586      ,300533,1
152,152,1,C04  ,300533,2018,5100481599,1,9130076585      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076585      ,300533,1
153,153,1,C04  ,300533,2018,5100481600,1,9130076584      ,RE   ,22168.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22168.1,9130076584      ,300533,1
154,154,1,C04  ,300533,2018,5100481601,1,9130076583      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076583      ,300533,1
155,155,1,C04  ,300533,2018,5100481602,1,9130076581      ,RE   ,22284.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22284.1,9130076581      ,300533,1
156,156,1,C04  ,300533,2018,5100481606,1,9130076537      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076537      ,300533,1
157,157,1,C04  ,300533,2018,5100481607,1,9130076536      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076536      ,300533,1
158,158,1,C04  ,300533,2018,5100481609,1,9130076535      ,RE   ,18368.76,2018-08-29 00:00:00,2018-08-29 00:00:00,18368.76,9130076535      ,300533,1
159,159,1,C04  ,300533,2018,5100481633,1,9130076534      ,RE   ,22991.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22991.1,9130076534      ,300533,1
160,160,1,C04  ,300533,2018,5100481612,1,9130076533      ,RE   ,22284.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22284.1,9130076533      ,300533,1
161,160,0.90000004,C04  ,300533,2018,5100481613,1,9130076532      ,RE   ,22284.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22284.1,9130076533      ,300533,0.90000004
162,162,1,C04  ,300533,2018,5100481615,1,9130076531      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076531      ,300533,1
163,162,0.90000004,C04  ,300533,2018,5100481616,1,9130076530      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076531      ,300533,0.90000004
165,165,1,C04  ,300533,2018,5100481618,1,9130076528      ,RE   ,22486.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22486.1,9130076528      ,300533,1
166,166,1,C04  ,300533,2018,5100481620,1,9130076526      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076526      ,300533,1
167,167,1,C04  ,300533,2018,5100481621,1,9130076525      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076525      ,300533,1
168,168,1,C04  ,300533,2018,5100481622,1,9130076524      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076524      ,300533,1
170,168,0.90000004,C04  ,300533,2018,5100481624,1,9130076522      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076524      ,300533,0.90000004
171,168,0.90000004,C04  ,300533,2018,5100481625,1,9130076520      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076524      ,300533,0.90000004
169,169,1,C04  ,300533,2018,5100481623,1,9130076523      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076523      ,300533,1
164,169,0.90000004,C04  ,300533,2018,5100481617,1,9130076529      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076523      ,300533,0.90000004
174,174,1,C04  ,300533,2018,5100481628,1,9130076516      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076516      ,300533,1
175,175,1,C04  ,300533,2018,5100481629,1,9130076515      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076515      ,300533,1
173,175,0.90000004,C04  ,300533,2018,5100481627,1,9130076517      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076515      ,300533,0.90000004
172,175,0.90000004,C04  ,300533,2018,5100481626,1,9130076518      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076515      ,300533,0.90000004
179,175,0.90000004,C04  ,300533,2018,5100481633,1,9130076510      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076515      ,300533,0.90000004
176,176,1,C04  ,300533,2018,5100481630,1,9130076514      ,RE   ,21865.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21865.1,9130076514      ,300533,1
177,177,1,C04  ,300533,2018,5100481631,1,9130076513      ,RE   ,18884.4,2018-08-29 00:00:00,2018-08-29 00:00:00,18884.4,9130076513      ,300533,1
178,178,1,C04  ,300533,2018,5100481632,1,9130076512      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076512      ,300533,1
180,180,1,C04  ,300533,2018,5100481634,1,9130076509      ,RE   ,21461.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21461.1,9130076509      ,300533,1
181,181,1,C04  ,300533,2018,5100481635,1,9130076508      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076508      ,300533,1
182,181,0.90000004,C04  ,300533,2018,5100481636,1,9130076506      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076508      ,300533,0.90000004
186,181,0.90000004,C04  ,300533,2018,5100481640,1,9130076504      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076508      ,300533,0.90000004
183,183,1,C04  ,300533,2018,5100481637,1,9130076507      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076507      ,300533,1
184,184,1,C04  ,300533,2018,5100481638,1,9130076505      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076505      ,300533,1
185,185,1,C04  ,300533,2018,5100481639,1,9130076503      ,RE   ,21865.1,2018-08-29 00:00:00,2018-08-29 00:00:00,21865.1,9130076503      ,300533,1
187,187,1,C04  ,300533,2018,5100481641,1,9130076501      ,RE   ,22284.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22284.1,9130076501      ,300533,1
188,188,1,C04  ,300533,2018,5100481662,1,9130076579      ,RE   ,22284.1,2018-08-29 00:00:00,2018-08-29 00:00:00,22284.1,9130076579      ,300533,1
189,189,1,C04  ,300533,2018,5100481665,1,9130076578      ,RE   ,21580.061,2018-08-29 00:00:00,2018-08-29 00:00:00,21580.061,9130076578      ,300533,1
190,190,1,C04  ,300533,2018,5100481668,1,9130076576      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076576      ,300533,1
191,190,0.90000004,C04  ,300533,2018,5100481671,1,9130076575      ,RE   ,18217.26,2018-08-29 00:00:00,2018-08-29 00:00:00,18217.26,9130076576      ,300533,0.90000004
192,192,1,C04  ,300533,2018,5100481672,1,9130076574      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076574      ,300533,1
195,192,0.90000004,C04  ,300533,2018,5100481676,1,9130076571      ,RE   ,17813.26,2018-08-29 00:00:00,2018-08-29 00:00:00,17813.26,9130076574      ,300533,0.90000004
193,193,1,C04  ,300533,2018,5100481673,1,9130076573      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076573      ,300533,1
194,193,0.90000004,C04  ,300533,2018,5100481674,1,9130076572      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076573      ,300533,0.90000004
196,196,1,C04  ,300533,2018,5100481706,1,9130076558      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076558      ,300533,1
197,197,1,C04  ,300533,2018,5100481707,1,9130076559      ,RE   ,19324.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19324.5,9130076559      ,300533,1
198,198,1,C04  ,300533,2018,5100481708,1,9130076560      ,RE   ,14171.1,2018-08-29 00:00:00,2018-08-29 00:00:00,14171.1,9130076560      ,300533,1
199,199,1,C04  ,300533,2018,5100481709,1,9130076561      ,RE   ,23294.1,2018-08-29 00:00:00,2018-08-29 00:00:00,23294.1,9130076561      ,300533,1
200,200,1,C04  ,300533,2018,5100481710,1,9130076562      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076562      ,300533,1
202,200,0.90000004,C04  ,300533,2018,5100481712,1,9130076564      ,RE   ,19021.5,2018-08-29 00:00:00,2018-08-29 00:00:00,19021.5,9130076562      ,300533,0.90000004
203,203,1,C04  ,300533,2018,5100481713,1,9130076565      ,RE   ,16040.8,2018-08-29 00:00:00,2018-08-29 00:00:00,16040.8,9130076565      ,300533,1
204,204,1,C04  ,300533,2018,5100481714,1,9130076566      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076566      ,300533,1
205,204,0.90000004,C04  ,300533,2018,5100481715,1,9130076567      ,RE   ,18617.5,2018-08-29 00:00:00,2018-08-29 00:00:00,18617.5,9130076566      ,300533,0.90000004
206,206,1,C04  ,300533,2018,5100481716,1,9130076568      ,RE   ,14880.5,2018-08-29 00:00:00,2018-08-29 00:00:00,14880.5,9130076568      ,300533,1
207,207,1,C04  ,300533,2018,5100481717,1,9130076569      ,RE   ,1123.9,2018-08-29 00:00:00,2018-08-29 00:00:00,1123.9,9130076569      ,300533,1
201,207,0.90000004,C04  ,300533,2018,5100481733,1,9130076563      ,RE   ,1123.9,2018-08-29 00:00:00,2018-08-29 00:00:00,1123.9,9130076569      ,300533,0.90000004
208,208,1,C04  ,300533,2018,5100481643,1,9130076676      ,RE   ,26030.801,2018-08-30 00:00:00,2018-08-30 00:00:00,26030.801,9130076676      ,300533,1
209,209,1,C04  ,300533,2018,5100481644,1,9130076675      ,RE   ,21274.199,2018-08-30 00:00:00,2018-08-30 00:00:00,21274.199,9130076675      ,300533,1
210,210,1,C04  ,300533,2018,5100481645,1,9130076674      ,RE   ,20235,2018-08-30 00:00:00,2018-08-30 00:00:00,20235,9130076674      ,300533,1
211,211,1,C04  ,300533,2018,5100481646,1,9130076672      ,RE   ,19441.26,2018-08-30 00:00:00,2018-08-30 00:00:00,19441.26,9130076672      ,300533,1
212,212,1,C04  ,300533,2018,5100481647,1,9130076671      ,RE   ,30613.5,2018-08-30 00:00:00,2018-08-30 00:00:00,30613.5,9130076671      ,300533,1
213,213,1,C04  ,300533,2018,5100481648,1,9130076668      ,RE   ,22655.1,2018-08-30 00:00:00,2018-08-30 00:00:00,22655.1,9130076668      ,300533,1
214,214,1,C04  ,300533,2018,5100481649,1,9130076667      ,RE   ,17813.26,2018-08-30 00:00:00,2018-08-30 00:00:00,17813.26,9130076667      ,300533,1
215,215,1,C04  ,300533,2018,5100481650,1,9130076666      ,RE   ,18336.66,2018-08-30 00:00:00,2018-08-30 00:00:00,18336.66,9130076666      ,300533,1
216,216,1,C04  ,300533,2018,5100481651,1,9130076665      ,RE   ,16641.859,2018-08-30 00:00:00,2018-08-30 00:00:00,16641.859,9130076665      ,300533,1
217,217,1,C04  ,300533,2018,5100481652,1,9130076664      ,RE   ,15305.5,2018-08-30 00:00:00,2018-08-30 00:00:00,15305.5,9130076664      ,300533,1
218,217,0.90000004,C04  ,300533,2018,5100481653,1,9130076663      ,RE   ,15305.5,2018-08-30 00:00:00,2018-08-30 00:00:00,15305.5,9130076664      ,300533,0.90000004
219,219,1,C04  ,300533,2018,5100481654,1,9130076662      ,RE   ,19851.301,2018-08-30 00:00:00,2018-08-30 00:00:00,19851.301,9130076662      ,300533,1
220,220,1,C04  ,300533,2018,5100481655,1,9130076661      ,RE   ,19324.5,2018-08-30 00:00:00,2018-08-30 00:00:00,19324.5,9130076661      ,300533,1
221,221,1,C04  ,300533,2018,5100481656,1,9130076660      ,RE   ,19021.5,2018-08-30 00:00:00,2018-08-30 00:00:00,19021.5,9130076660      ,300533,1
222,222,1,C04  ,300533,2018,5100481657,1,9130076659      ,RE   ,19324.5,2018-08-30 00:00:00,2018-08-30 00:00:00,19324.5,9130076659      ,300533,1
224,222,0.90000004,C04  ,300533,2018,5100481659,1,9130076655      ,RE   ,19324.5,2018-08-30 00:00:00,2018-08-30 00:00:00,19324.5,9130076659      ,300533,0.90000004
223,223,1,C04  ,300533,2018,5100481658,1,9130076657      ,RE   ,18617.5,2018-08-30 00:00:00,2018-08-30 00:00:00,18617.5,9130076657      ,300533,1
225,223,0.90000004,C04  ,300533,2018,5100481660,1,9130076652      ,RE   ,18617.5,2018-08-30 00:00:00,2018-08-30 00:00:00,18617.5,9130076657      ,300533,0.90000004
226,226,1,C04  ,300533,2018,5100481718,1,9130076617      ,RE   ,52309,2018-08-30 00:00:00,2018-08-30 00:00:00,52309,9130076617      ,300533,1
