_key_in,_key_out,_score,BUKRS,LIFNR,GJAHR,BELNR,BUZEI,XBLNR,BLART,DMBTR,BLDAT,BLDAT_clean,DMBTR_clean,XBLNR_clean,LIFNR_clean,_Similarity_XBLNR
4054,4054,1,C04  ,220234,2018,5100486833,1,MAL1858668      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858668      ,220234,1
4056,4056,1,C04  ,220234,2018,5100486835,1,MAL1859184      ,RE   ,5557.3501,2018-08-29 00:00:00,2018-08-29 00:00:00,5557.3501,MAL1859184      ,220234,1
4057,4057,1,C04  ,220234,2018,5100486836,1,MAL1858029      ,RE   ,8225.0996,2018-08-29 00:00:00,2018-08-29 00:00:00,8225.0996,MAL1858029      ,220234,1
4058,4058,1,C04  ,220234,2018,5100486837,1,MAL1847777      ,RE   ,16672.051,2018-08-21 00:00:00,2018-08-21 00:00:00,16672.051,MAL1847777      ,220234,1
4059,4059,1,C04  ,220234,2018,5100486838,1,MAL1859248      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1859248      ,220234,1
4585,4059,0.90000004,C04  ,220234,2018,5100489924,1,MAL1859243      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1859248      ,220234,0.90000004
4060,4060,1,C04  ,220234,2018,5100486839,1,MAL1849394      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1849394      ,220234,1
4061,4061,1,C04  ,220234,2018,5100486840,1,MAL1847961      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1847961      ,220234,1
4062,4062,1,C04  ,220234,2018,5100486841,1,MAL1858384      ,RE   ,5557.3501,2018-08-29 00:00:00,2018-08-29 00:00:00,5557.3501,MAL1858384      ,220234,1
4063,4063,1,C04  ,220234,2018,5100486842,1,MAL1847161      ,RE   ,6087.1499,2018-08-20 00:00:00,2018-08-20 00:00:00,6087.1499,MAL1847161      ,220234,1
4064,4064,1,C04  ,220234,2018,5100486843,1,MAL1847664      ,RE   ,9685.96,2018-08-21 00:00:00,2018-08-21 00:00:00,9685.96,MAL1847664      ,220234,1
4065,4065,1,C04  ,220234,2018,5100486845,1,MAL1849321      ,RE   ,2037.15,2018-08-21 00:00:00,2018-08-21 00:00:00,2037.15,MAL1849321      ,220234,1
4066,4066,1,C04  ,220234,2018,5100486846,1,MAL1848609      ,RE   ,5913,2018-08-21 00:00:00,2018-08-21 00:00:00,5913,MAL1848609      ,220234,1
4067,4067,1,C04  ,220234,2018,5100486847,1,MAL1858198      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858198      ,220234,1
4068,4068,1,C04  ,220234,2018,5100486848,1,MAL1858100      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858100      ,220234,1
4069,4069,1,C04  ,220234,2018,5100486851,1,MAL1850045      ,RE   ,13936.8,2018-08-21 00:00:00,2018-08-21 00:00:00,13936.8,MAL1850045      ,220234,1
4070,4070,1,C04  ,220234,2018,5100486852,1,MAL1850398      ,RE   ,9685.96,2018-08-21 00:00:00,2018-08-21 00:00:00,9685.96,MAL1850398      ,220234,1
4071,4071,1,C04  ,220234,2018,5100486853,1,MAL1850392      ,RE   ,6504,2018-08-21 00:00:00,2018-08-21 00:00:00,6504,MAL1850392      ,220234,1
4072,4072,1,C04  ,220234,2018,5100486855,1,MAL1847252      ,RE   ,1952.7,2018-08-20 00:00:00,2018-08-20 00:00:00,1952.7,MAL1847252      ,220234,1
4073,4073,1,C04  ,220234,2018,5100486856,1,MAL1848770      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1848770      ,220234,1
4074,4074,1,C04  ,220234,2018,5100486857,1,MAL1848700      ,RE   ,2603.7,2018-08-21 00:00:00,2018-08-21 00:00:00,2603.7,MAL1848700      ,220234,1
4075,4075,1,C04  ,220234,2018,5100486858,1,MAL1849738      ,RE   ,4362.6001,2018-08-21 00:00:00,2018-08-21 00:00:00,4362.6001,MAL1849738      ,220234,1
4076,4076,1,C04  ,220234,2018,5100486859,1,MAL1849102      ,RE   ,12448.5,2018-08-21 00:00:00,2018-08-21 00:00:00,12448.5,MAL1849102      ,220234,1
4078,4078,1,C04  ,220234,2018,5100486861,1,MAL1849617      ,RE   ,5434.9502,2018-08-21 00:00:00,2018-08-21 00:00:00,5434.9502,MAL1849617      ,220234,1
4079,4079,1,C04  ,220234,2018,5100486862,1,MAL1849606      ,RE   ,8225.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8225.0996,MAL1849606      ,220234,1
4080,4080,1,C04  ,220234,2018,5100486863,1,MAL1850089      ,RE   ,5434.9502,2018-08-21 00:00:00,2018-08-21 00:00:00,5434.9502,MAL1850089      ,220234,1
4081,4081,1,C04  ,220234,2018,5100486864,1,MAL1858062      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858062      ,220234,1
4082,4082,1,C04  ,220234,2018,5100486865,1,MAL1848214      ,RE   ,2187,2018-08-21 00:00:00,2018-08-21 00:00:00,2187,MAL1848214      ,220234,1
4083,4083,1,C04  ,220234,2018,5100486867,1,MAL1849491      ,RE   ,12438.15,2018-08-21 00:00:00,2018-08-21 00:00:00,12438.15,MAL1849491      ,220234,1
4084,4084,1,C04  ,220234,2018,5100486868,1,MAL1847096      ,RE   ,5664.4502,2018-08-20 00:00:00,2018-08-20 00:00:00,5664.4502,MAL1847096      ,220234,1
4085,4085,1,C04  ,220234,2018,5100486869,1,MAL1858643      ,RE   ,3623.25,2018-08-29 00:00:00,2018-08-29 00:00:00,3623.25,MAL1858643      ,220234,1
4086,4086,1,C04  ,220234,2018,5100486870,1,MAL1858935      ,RE   ,33703,2018-08-29 00:00:00,2018-08-29 00:00:00,33703,MAL1858935      ,220234,1
4087,4087,1,C04  ,220234,2018,5100486871,1,MAL1848377      ,RE   ,9201.5996,2018-08-21 00:00:00,2018-08-21 00:00:00,9201.5996,MAL1848377      ,220234,1
4088,4088,1,C04  ,220234,2018,5100486872,1,MAL1858691      ,RE   ,33334.699,2018-08-29 00:00:00,2018-08-29 00:00:00,33334.699,MAL1858691      ,220234,1
4089,4089,1,C04  ,220234,2018,5100486873,1,MAL1858630      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858630      ,220234,1
4090,4090,1,C04  ,220234,2018,5100486874,1,MAL1847648      ,RE   ,7811.1001,2018-08-21 00:00:00,2018-08-21 00:00:00,7811.1001,MAL1847648      ,220234,1
4091,4091,1,C04  ,220234,2018,5100486875,1,MAL1849856      ,RE   ,33337.852,2018-08-21 00:00:00,2018-08-21 00:00:00,33337.852,MAL1849856      ,220234,1
4092,4092,1,C04  ,220234,2018,5100486876,1,MAL1847924      ,RE   ,3623.25,2018-08-21 00:00:00,2018-08-21 00:00:00,3623.25,MAL1847924      ,220234,1
4093,4093,1,C04  ,220234,2018,5100486877,1,MAL1848289      ,RE   ,33823.762,2018-08-21 00:00:00,2018-08-21 00:00:00,33823.762,MAL1848289      ,220234,1
4094,4094,1,C04  ,220234,2018,5100486878,1,MAL1848972      ,RE   ,4591.0498,2018-08-21 00:00:00,2018-08-21 00:00:00,4591.0498,MAL1848972      ,220234,1
4095,4095,1,C04  ,220234,2018,5100486880,1,MAL1858585      ,RE   ,5434.9502,2018-08-29 00:00:00,2018-08-29 00:00:00,5434.9502,MAL1858585      ,220234,1
3545,4095,0.90000004,C04  ,220234,2018,5100482661,1,MAL1858587      ,RE   ,5434.9502,2018-08-29 00:00:00,2018-08-29 00:00:00,5434.9502,MAL1858585      ,220234,0.90000004
4096,4096,1,C04  ,220234,2018,5100486881,1,MAL1858120      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858120      ,220234,1
3351,4096,0.90000004,C04  ,220234,2018,5100481244,1,MAL1858128      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858120      ,220234,0.90000004
3701,4096,0.90000004,C04  ,220234,2018,5100484781,1,MAL1858122      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858120      ,220234,0.90000004
4097,4097,1,C04  ,220234,2018,5100486883,1,MAL1849618      ,RE   ,3623.25,2018-08-21 00:00:00,2018-08-21 00:00:00,3623.25,MAL1849618      ,220234,1
4098,4098,1,C04  ,220234,2018,5100486884,1,MAL1850076      ,RE   ,1952.7,2018-08-21 00:00:00,2018-08-21 00:00:00,1952.7,MAL1850076      ,220234,1
4099,4099,1,C04  ,220234,2018,5100486885,1,MAL1847145      ,RE   ,3704.8501,2018-08-20 00:00:00,2018-08-20 00:00:00,3704.8501,MAL1847145      ,220234,1
4100,4100,1,C04  ,220234,2018,5100486886,1,MAL1857966      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1857966      ,220234,1
4101,4101,1,C04  ,220234,2018,5100486887,1,MAL1858684      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858684      ,220234,1
4102,4102,1,C04  ,220234,2018,5100486888,1,MAL1858197      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858197      ,220234,1
4460,4102,0.90000004,C04  ,220234,2018,5100487338,1,MAL1858193      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858197      ,220234,0.90000004
4103,4103,1,C04  ,220234,2018,5100486889,1,MAL1848470      ,RE   ,1626,2018-08-21 00:00:00,2018-08-21 00:00:00,1626,MAL1848470      ,220234,1
4104,4104,1,C04  ,220234,2018,5100486891,1,MAL1849943      ,RE   ,6504,2018-08-21 00:00:00,2018-08-21 00:00:00,6504,MAL1849943      ,220234,1
4105,4105,1,C04  ,220234,2018,5100486892,1,MAL1859331      ,RE   ,8208.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8208.1396,MAL1859331      ,220234,1
3008,4105,0.89999998,C04  ,220234,2018,5100487088,1,MAL1859332      ,RE   ,8208.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8208.1396,MAL1859331      ,220234,0.89999998
4106,4106,1,C04  ,220234,2018,5100486893,1,MAL1858159      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858159      ,220234,1
3407,4106,0.90000004,C04  ,220234,2018,5100481302,1,MAL1858158      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858159      ,220234,0.90000004
4108,4108,1,C04  ,220234,2018,5100486900,1,MAL1858912      ,RE   ,8648.0996,2018-08-29 00:00:00,2018-08-29 00:00:00,8648.0996,MAL1858912      ,220234,1
4109,4109,1,C04  ,220234,2018,5100486901,1,MAL1859028      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1859028      ,220234,1
4110,4110,1,C04  ,220234,2018,5100486902,1,MAL1858747      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858747      ,220234,1
3466,4110,0.90000004,C04  ,220234,2018,5100481362,1,MAL1858743      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858747      ,220234,0.90000004
4111,4111,1,C04  ,220234,2018,5100486908,1,MAL1848684      ,RE   ,33344.102,2018-08-21 00:00:00,2018-08-21 00:00:00,33344.102,MAL1848684      ,220234,1
4112,4112,1,C04  ,220234,2018,5100486909,1,MAL1848896      ,RE   ,1123.96,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.96,MAL1848896      ,220234,1
4113,4113,1,C04  ,220234,2018,5100486912,1,MAL1848769      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1848769      ,220234,1
4749,4113,0.90000004,C04  ,220234,2018,5100490180,1,MAL1848764      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1848769      ,220234,0.90000004
4114,4114,1,C04  ,220234,2018,5100486914,1,MAL1847681      ,RE   ,8864.25,2018-08-21 00:00:00,2018-08-21 00:00:00,8864.25,MAL1847681      ,220234,1
4115,4115,1,C04  ,220234,2018,5100486915,1,MAL1849814      ,RE   ,6224.25,2018-08-21 00:00:00,2018-08-21 00:00:00,6224.25,MAL1849814      ,220234,1
4116,4116,1,C04  ,220234,2018,5100486916,1,MAL1847946      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1847946      ,220234,1
4117,4117,1,C04  ,220234,2018,5100486917,1,MAL1847970      ,RE   ,8208.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8208.1396,MAL1847970      ,220234,1
4118,4118,1,C04  ,220234,2018,5100486918,1,MAL1859175      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1859175      ,220234,1
4119,4119,1,C04  ,220234,2018,5100486919,1,MAL1850020      ,RE   ,8215.6504,2018-08-21 00:00:00,2018-08-21 00:00:00,8215.6504,MAL1850020      ,220234,1
4120,4120,1,C04  ,220234,2018,5100486920,1,MAL1857958      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1857958      ,220234,1
4121,4121,1,C04  ,220234,2018,5100486922,1,MAL1859025      ,RE   ,5557.3501,2018-08-29 00:00:00,2018-08-29 00:00:00,5557.3501,MAL1859025      ,220234,1
4122,4122,1,C04  ,220234,2018,5100486923,1,MAL1848644      ,RE   ,33344.102,2018-08-21 00:00:00,2018-08-21 00:00:00,33344.102,MAL1848644      ,220234,1
4123,4123,1,C04  ,220234,2018,5100486924,1,MAL1858036      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858036      ,220234,1
4124,4124,1,C04  ,220234,2018,5100486927,1,MAL1849692      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1849692      ,220234,1
4125,4125,1,C04  ,220234,2018,5100486928,1,MAL1849737      ,RE   ,5557.3501,2018-08-21 00:00:00,2018-08-21 00:00:00,5557.3501,MAL1849737      ,220234,1
4126,4126,1,C04  ,220234,2018,5100486930,1,MAL1849343      ,RE   ,1123.96,2018-08-21 00:00:00,2018-08-21 00:00:00,1123.96,MAL1849343      ,220234,1
4127,4127,1,C04  ,220234,2018,5100486931,1,MAL1849168      ,RE   ,8208.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8208.1396,MAL1849168      ,220234,1
4128,4128,1,C04  ,220234,2018,5100486932,1,MAL1849457      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1849457      ,220234,1
4129,4129,1,C04  ,220234,2018,5100486933,1,MAL1859015      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1859015      ,220234,1
4539,4129,0.90000004,C04  ,220234,2018,5100489365,1,MAL1859016      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1859015      ,220234,0.90000004
4130,4130,1,C04  ,220234,2018,5100486934,1,MAL1859094      ,RE   ,33703,2018-08-29 00:00:00,2018-08-29 00:00:00,33703,MAL1859094      ,220234,1
4131,4131,1,C04  ,220234,2018,5100486935,1,MAL1858563      ,RE   ,33703,2018-08-29 00:00:00,2018-08-29 00:00:00,33703,MAL1858563      ,220234,1
3243,4131,0.90000004,C04  ,220234,2018,5100481088,1,MAL1858565      ,RE   ,33703,2018-08-29 00:00:00,2018-08-29 00:00:00,33703,MAL1858563      ,220234,0.90000004
4132,4132,1,C04  ,220234,2018,5100486936,1,MAL1858028      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858028      ,220234,1
4133,4133,1,C04  ,220234,2018,5100486937,1,MAL1858736      ,RE   ,3623.25,2018-08-29 00:00:00,2018-08-29 00:00:00,3623.25,MAL1858736      ,220234,1
4134,4134,1,C04  ,220234,2018,5100486938,1,MAL1858740      ,RE   ,1942.5,2018-08-29 00:00:00,2018-08-29 00:00:00,1942.5,MAL1858740      ,220234,1
4135,4135,1,C04  ,220234,2018,5100486940,1,MAL1858752      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858752      ,220234,1
4466,4135,0.90000004,C04  ,220234,2018,5100487345,1,MAL1858751      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858752      ,220234,0.90000004
4137,4137,1,C04  ,220234,2018,5100486942,1,MAL1857862      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1857862      ,220234,1
4138,4138,1,C04  ,220234,2018,5100486943,1,MAL1858647      ,RE   ,8648.0996,2018-08-29 00:00:00,2018-08-29 00:00:00,8648.0996,MAL1858647      ,220234,1
3429,4138,0.90000004,C04  ,220234,2018,5100481324,1,MAL1858648      ,RE   ,8648.0996,2018-08-29 00:00:00,2018-08-29 00:00:00,8648.0996,MAL1858647      ,220234,0.90000004
4139,4139,1,C04  ,220234,2018,5100486944,1,MAL1857754      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1857754      ,220234,1
4140,4140,1,C04  ,220234,2018,5100486948,1,MAL1850094      ,RE   ,8215.6504,2018-08-21 00:00:00,2018-08-21 00:00:00,8215.6504,MAL1850094      ,220234,1
4141,4141,1,C04  ,220234,2018,5100486949,1,MAL1847129      ,RE   ,4506.6001,2018-08-20 00:00:00,2018-08-20 00:00:00,4506.6001,MAL1847129      ,220234,1
4142,4142,1,C04  ,220234,2018,5100486950,1,MAL1847051      ,RE   ,1123.96,2018-08-20 00:00:00,2018-08-20 00:00:00,1123.96,MAL1847051      ,220234,1
4686,4142,0.90000004,C04  ,220234,2018,5100490090,1,MAL1847050      ,RE   ,1123.96,2018-08-20 00:00:00,2018-08-20 00:00:00,1123.96,MAL1847051      ,220234,0.90000004
4143,4143,1,C04  ,220234,2018,5100486951,1,MAL1849589      ,RE   ,8208.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8208.1396,MAL1849589      ,220234,1
4144,4144,1,C04  ,220234,2018,5100486954,1,MAL1858066      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858066      ,220234,1
4145,4145,1,C04  ,220234,2018,5100486960,1,MAL1859191      ,RE   ,9516,2018-08-29 00:00:00,2018-08-29 00:00:00,9516,MAL1859191      ,220234,1
4146,4146,1,C04  ,220234,2018,5100486962,1,MAL1857896      ,RE   ,17144.551,2018-08-29 00:00:00,2018-08-29 00:00:00,17144.551,MAL1857896      ,220234,1
4147,4147,1,C04  ,220234,2018,5100486963,1,MAL1858239      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858239      ,220234,1
4148,4148,1,C04  ,220234,2018,5100486964,1,MAL1858727      ,RE   ,9516,2018-08-29 00:00:00,2018-08-29 00:00:00,9516,MAL1858727      ,220234,1
4149,4149,1,C04  ,220234,2018,5100486965,1,MAL1859383      ,RE   ,9926.5498,2018-08-29 00:00:00,2018-08-29 00:00:00,9926.5498,MAL1859383      ,220234,1
4150,4150,1,C04  ,220234,2018,5100486966,1,MAL1858645      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858645      ,220234,1
4151,4151,1,C04  ,220234,2018,5100486967,1,MAL1858142      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858142      ,220234,1
4152,4152,1,C04  ,220234,2018,5100486968,1,MAL1858836      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858836      ,220234,1
4153,4153,1,C04  ,220234,2018,5100486969,1,MAL1858495      ,RE   ,4591.0498,2018-08-29 00:00:00,2018-08-29 00:00:00,4591.0498,MAL1858495      ,220234,1
4154,4154,1,C04  ,220234,2018,5100486970,1,MAL1857983      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1857983      ,220234,1
4155,4155,1,C04  ,220234,2018,5100486971,1,MAL1858216      ,RE   ,3623.25,2018-08-29 00:00:00,2018-08-29 00:00:00,3623.25,MAL1858216      ,220234,1
4156,4156,1,C04  ,220234,2018,5100486972,1,MAL1858219      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858219      ,220234,1
3362,4156,0.90000004,C04  ,220234,2018,5100481255,1,MAL1858214      ,RE   ,2187,2018-08-29 00:00:00,2018-08-29 00:00:00,2187,MAL1858219      ,220234,0.90000004
4157,4157,1,C04  ,220234,2018,5100486973,1,MAL1858540      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858540      ,220234,1
4158,4158,1,C04  ,220234,2018,5100486975,1,MAL1847068      ,RE   ,8648.0996,2018-08-20 00:00:00,2018-08-20 00:00:00,8648.0996,MAL1847068      ,220234,1
4159,4159,1,C04  ,220234,2018,5100486976,1,MAL1857944      ,RE   ,9676.9502,2018-08-29 00:00:00,2018-08-29 00:00:00,9676.9502,MAL1857944      ,220234,1
4160,4160,1,C04  ,220234,2018,5100486978,1,MAL1858072      ,RE   ,4591.0498,2018-08-29 00:00:00,2018-08-29 00:00:00,4591.0498,MAL1858072      ,220234,1
4161,4161,1,C04  ,220234,2018,5100486979,1,MAL1858640      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858640      ,220234,1
4616,4161,0.90000004,C04  ,220234,2018,5100489955,1,MAL1858646      ,RE   ,8640.1396,2018-08-29 00:00:00,2018-08-29 00:00:00,8640.1396,MAL1858640      ,220234,0.90000004
4162,4162,1,C04  ,220234,2018,5100486981,1,MAL1857777      ,RE   ,9676.9502,2018-08-29 00:00:00,2018-08-29 00:00:00,9676.9502,MAL1857777      ,220234,1
4163,4163,1,C04  ,220234,2018,5100486983,1,MAL1858255      ,RE   ,4591.0498,2018-08-29 00:00:00,2018-08-29 00:00:00,4591.0498,MAL1858255      ,220234,1
4164,4164,1,C04  ,220234,2018,5100486984,1,MAL1858168      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1858168      ,220234,1
4165,4165,1,C04  ,220234,2018,5100486985,1,MAL1848427      ,RE   ,9685.96,2018-08-21 00:00:00,2018-08-21 00:00:00,9685.96,MAL1848427      ,220234,1
4166,4166,1,C04  ,220234,2018,5100486986,1,MAL1858275      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858275      ,220234,1
4167,4167,1,C04  ,220234,2018,5100486987,1,MAL1859384      ,RE   ,5434.9502,2018-08-29 00:00:00,2018-08-29 00:00:00,5434.9502,MAL1859384      ,220234,1
4168,4168,1,C04  ,220234,2018,5100486990,1,MAL1847760      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1847760      ,220234,1
4169,4169,1,C04  ,220234,2018,5100486991,1,MAL1847294      ,RE   ,5557.3501,2018-08-20 00:00:00,2018-08-20 00:00:00,5557.3501,MAL1847294      ,220234,1
4172,4172,1,C04  ,220234,2018,5100486995,1,MAL1858003      ,RE   ,34560.59,2018-08-29 00:00:00,2018-08-29 00:00:00,34560.59,MAL1858003      ,220234,1
4173,4173,1,C04  ,220234,2018,5100486996,1,MAL1858303      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858303      ,220234,1
3255,4173,0.90000004,C04  ,220234,2018,5100483303,1,MAL1858309      ,RE   ,10449.15,2018-08-29 00:00:00,2018-08-29 00:00:00,10449.15,MAL1858303      ,220234,0.90000004
4176,4176,1,C04  ,220234,2018,5100487001,1,MAL1858020      ,RE   ,5557.3501,2018-08-29 00:00:00,2018-08-29 00:00:00,5557.3501,MAL1858020      ,220234,1
4521,4176,0.90000004,C04  ,220234,2018,5100489034,1,MAL1858026      ,RE   ,5557.3501,2018-08-29 00:00:00,2018-08-29 00:00:00,5557.3501,MAL1858020      ,220234,0.90000004
4177,4177,1,C04  ,220234,2018,5100487002,1,MAL1857866      ,RE   ,18945.609,2018-08-29 00:00:00,2018-08-29 00:00:00,18945.609,MAL1857866      ,220234,1
4178,4178,1,C04  ,220234,2018,5100487004,1,MAL1858810      ,RE   ,8648.0996,2018-08-29 00:00:00,2018-08-29 00:00:00,8648.0996,MAL1858810      ,220234,1
4179,4179,1,C04  ,220234,2018,5100487005,1,MAL1857946      ,RE   ,33337.852,2018-08-29 00:00:00,2018-08-29 00:00:00,33337.852,MAL1857946      ,220234,1
4180,4180,1,C04  ,220234,2018,5100487007,1,MAL1858503      ,RE   ,7329,2018-08-29 00:00:00,2018-08-29 00:00:00,7329,MAL1858503      ,220234,1
4182,4182,1,C04  ,220234,2018,5100487033,1,MAL1849527      ,RE   ,8208.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8208.1396,MAL1849527      ,220234,1
4184,4184,1,C04  ,220234,2018,5100487013,1,MAL1847707      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1847707      ,220234,1
4186,4186,1,C04  ,220234,2018,5100487016,1,MAL1849287      ,RE   ,4506.6001,2018-08-21 00:00:00,2018-08-21 00:00:00,4506.6001,MAL1849287      ,220234,1
4187,4187,1,C04  ,220234,2018,5100487017,1,MAL1858847      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1858847      ,220234,1
4188,4188,1,C04  ,220234,2018,5100487018,1,MAL1859136      ,RE   ,7014.75,2018-08-29 00:00:00,2018-08-29 00:00:00,7014.75,MAL1859136      ,220234,1
4189,4189,1,C04  ,220234,2018,5100487019,1,MAL1849830      ,RE   ,8648.0996,2018-08-21 00:00:00,2018-08-21 00:00:00,8648.0996,MAL1849830      ,220234,1
4190,4190,1,C04  ,220234,2018,5100487021,1,MAL1859222      ,RE   ,9516,2018-08-29 00:00:00,2018-08-29 00:00:00,9516,MAL1859222      ,220234,1
4191,4191,1,C04  ,220234,2018,5100487022,1,MAL1847697      ,RE   ,5557.3501,2018-08-21 00:00:00,2018-08-21 00:00:00,5557.3501,MAL1847697      ,220234,1
4192,4192,1,C04  ,220234,2018,5100487023,1,MAL1849255      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1849255      ,220234,1
4193,4193,1,C04  ,220234,2018,5100487024,1,MAL1848848      ,RE   ,8640.1396,2018-08-21 00:00:00,2018-08-21 00:00:00,8640.1396,MAL1848848      ,220234,1
4194,4194,1,C04  ,220234,2018,5100487025,1,MAL1857819      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1857819      ,220234,1
4195,4195,1,C04  ,220234,2018,5100487027,1,MAL1857848      ,RE   ,9685.96,2018-08-29 00:00:00,2018-08-29 00:00:00,9685.96,MAL1857848      ,220234,1
4197,4197,1,C04  ,220234,2018,5100487029,1,MAL1858008      ,RE   ,6224.25,2018-08-29 00:00:00,2018-08-29 00:00:00,6224.25,MAL1858008      ,220234,1
4198,4198,1,C04  ,220234,2018,5100487031,1,MAL1858793      ,RE   ,8496.4502,2018-08-29 00:00:00,2018-08-29 00:00:00,8496.4502,MAL1858793      ,220234,1
4199,4199,1,C04  ,220234,2018,5100487032,1,MAL1858056      ,RE   ,1952.7,2018-08-29 00:00:00,2018-08-29 00:00:00,1952.7,MAL1858056      ,220234,1
